my_id,유형
A054554,택시사고
A051583,택시사고
A004180,택시사고
A046152,택시사고
A068355,택시사고
A007389,택시사고
A005819,택시사고
A009772,택시사고
A022650,택시사고
A046492,택시사고
A058891,택시사고
A043468,택시사고
A004574,택시사고
A060854,택시사고
A007435,택시사고
A003673,택시사고
A040644,택시사고
A062062,택시사고
A068300,택시사고
A027628,택시사고
A058828,택시사고
A071655,택시사고
A002913,택시사고
A006066,택시사고
A003822,택시사고
A005037,택시사고
A068824,택시사고
A067088,택시사고
A028025,택시사고
A023747,택시사고
A068854,택시사고
A073689,택시사고
A033074,택시사고
A058097,택시사고
A061466,택시사고
A025098,택시사고
A039775,택시사고
A039297,택시사고
A058847,택시사고
A040002,택시사고
A005190,택시사고
A065912,택시사고
A054072,택시사고
A039121,택시사고
A037398,택시사고
A026400,택시사고
A008676,택시사고
A067170,택시사고
A074128,택시사고
A060509,택시사고
A010527,택시사고
A012209,택시사고
A003935,택시사고
A038691,택시사고
A002649,택시사고
A061912,택시사고
A074235,택시사고
A031124,택시사고
A064994,택시사고
A031912,택시사고
A000171,택시사고
A001392,택시사고
A053771,택시사고
A046545,택시사고
A029017,택시사고
A058325,택시사고
A014337,택시사고
A005672,택시사고
A027527,택시사고
A023725,택시사고
A046648,택시사고
A009630,택시사고
A059803,택시사고
A060371,택시사고
A005208,택시사고
A016981,택시사고
A034777,택시사고
A025710,택시사고
A008890,택시사고
A013378,택시사고
A050074,택시사고
A067851,택시사고
A048523,택시사고
A021054,택시사고
A049061,택시사고
A052872,택시사고
A054686,택시사고
A033141,택시사고
A045643,택시사고
A045346,택시사고
A025588,택시사고
A062572,택시사고
A071407,택시사고
A039319,택시사고
A050272,택시사고
A060363,택시사고
A023367,택시사고
A012423,택시사고
A020333,택시사고
A043221,택시사고
A018645,택시사고
A016405,택시사고
A008479,택시사고
A053479,택시사고
A031132,택시사고
A028653,택시사고
A054409,택시사고
A060680,택시사고
A038272,택시사고
A065510,택시사고
A067868,택시사고
A020314,택시사고
A063035,택시사고
A049398,택시사고
A024497,택시사고
A031561,택시사고
A009438,택시사고
A067490,택시사고
A001621,택시사고
A006366,택시사고
A071802,택시사고
A066483,택시사고
A034228,택시사고
A040885,택시사고
A034266,택시사고
A034498,택시사고
A054154,택시사고
A027841,택시사고
A069175,택시사고
A024993,택시사고
A043209,택시사고
A016656,택시사고
A006355,택시사고
A057679,택시사고
A049451,택시사고
A014528,택시사고
A065723,택시사고
A054026,택시사고
A045874,택시사고
A025854,택시사고
A052715,택시사고
A025236,택시사고
A057260,택시사고
A046335,택시사고
A014621,택시사고
A048352,택시사고
A006223,택시사고
A065294,택시사고
A046063,택시사고
A004017,택시사고
A004500,택시사고
A026660,택시사고
A069073,택시사고
A006999,택시사고
A042412,택시사고
A047374,택시사고
A067187,택시사고
A024797,택시사고
A010219,택시사고
A009336,택시사고
A030988,택시사고
A016195,택시사고
A027544,택시사고
A069694,택시사고
A030433,택시사고
A000536,택시사고
A046845,택시사고
A044591,택시사고
A074415,택시사고
A007484,택시사고
A016581,택시사고
A065499,택시사고
A026168,택시사고
A056153,택시사고
A045813,택시사고
A053618,택시사고
A070368,택시사고
A015039,택시사고
A073913,택시사고
A062574,택시사고
A068670,택시사고
A003420,택시사고
A064692,택시사고
A027762,택시사고
A040623,택시사고
A065720,택시사고
A031814,택시사고
A043477,택시사고
A042213,택시사고
A030653,택시사고
A005194,택시사고
A024850,택시사고
A005693,택시사고
A062986,택시사고
A057795,택시사고
A047291,택시사고
A073785,택시사고
A026936,택시사고
A055631,택시사고
A043504,택시사고
A010697,택시사고
A073340,택시사고
A032133,택시사고
A047513,택시사고
A054502,택시사고
A018626,택시사고
A026553,택시사고
A055879,택시사고
A054259,택시사고
A049227,택시사고
A050007,택시사고
A029341,택시사고
A053231,택시사고
A052291,택시사고
A038321,택시사고
A071061,택시사고
A059895,택시사고
A055792,택시사고
A050951,택시사고
A055640,택시사고
A001730,택시사고
A028028,택시사고
A047554,택시사고
A044981,택시사고
A002855,택시사고
A061446,택시사고
A073169,택시사고
A029626,택시사고
A002854,택시사고
A043975,택시사고
A065097,택시사고
A012206,택시사고
A029067,택시사고
A066123,택시사고
A072454,택시사고
A018358,택시사고
A057925,택시사고
A067148,택시사고
A038605,택시사고
A067294,택시사고
A068509,택시사고
A036946,택시사고
A040897,택시사고
A044001,택시사고
A017826,택시사고
A065594,택시사고
A019914,택시사고
A046555,택시사고
A014688,택시사고
A069971,택시사고
A012153,택시사고
A056861,택시사고
A025878,택시사고
A029979,택시사고
A017508,택시사고
A033023,택시사고
A066727,택시사고
A064028,택시사고
A023331,택시사고
A024316,택시사고
A014469,택시사고
A012705,택시사고
A001989,택시사고
A041654,택시사고
A025358,택시사고
A006421,택시사고
A068063,택시사고
A031732,택시사고
A004326,택시사고
A004416,택시사고
A018274,택시사고
A046320,택시사고
A050655,택시사고
A011029,택시사고
A013763,택시사고
A065461,택시사고
A034168,택시사고
A006929,택시사고
A059862,택시사고
A040554,택시사고
A017160,택시사고
A008637,택시사고
A055661,택시사고
A037559,택시사고
A006538,택시사고
A024466,택시사고
A050256,택시사고
A064427,택시사고
A016603,택시사고
A047794,택시사고
A037058,택시사고
A008615,택시사고
A017720,택시사고
A034011,택시사고
A067269,택시사고
A016109,택시사고
A005931,택시사고
A000812,택시사고
A004222,택시사고
A034019,택시사고
A064304,택시사고
A037394,택시사고
A023586,택시사고
A047399,택시사고
A061891,택시사고
A023540,택시사고
A069581,택시사고
A059279,택시사고
A028578,택시사고
A040231,택시사고
A044605,택시사고
A000360,택시사고
A025145,택시사고
A000233,택시사고
A027213,택시사고
A014371,택시사고
A031425,택시사고
A074457,택시사고
A051781,택시사고
A056821,택시사고
A018804,택시사고
A057905,택시사고
A046493,택시사고
A038044,택시사고
A056025,택시사고
A060707,택시사고
A053070,택시사고
A070871,택시사고
A039512,택시사고
A036679,택시사고
A035298,택시사고
A048733,택시사고
A070722,택시사고
A014585,택시사고
A061172,택시사고
A046481,택시사고
A015689,택시사고
A019466,택시사고
A007609,택시사고
A043930,택시사고
A053850,택시사고
A013228,택시사고
A007250,택시사고
A071918,택시사고
A030863,택시사고
A014128,택시사고
A047837,택시사고
A027941,택시사고
A048071,택시사고
A065065,택시사고
A069739,택시사고
A028163,택시사고
A004148,택시사고
A004518,택시사고
A003066,택시사고
A040956,택시사고
A067924,택시사고
A001641,택시사고
A034876,택시사고
A009124,택시사고
A046287,택시사고
A016736,택시사고
A031004,택시사고
A038436,택시사고
A009019,택시사고
A064317,택시사고
A022679,택시사고
A003827,택시사고
A037600,택시사고
A041569,택시사고
A011691,택시사고
A025134,택시사고
A038025,택시사고
A024537,택시사고
A002470,택시사고
A034769,택시사고
A021502,택시사고
A012526,택시사고
A043083,택시사고
A017500,택시사고
A043741,택시사고
A018320,택시사고
A062036,택시사고
A055571,택시사고
A060498,택시사고
A024152,택시사고
A027236,택시사고
A023754,택시사고
A052302,택시사고
A009603,택시사고
A006612,택시사고
A038027,택시사고
A041562,택시사고
A001838,택시사고
A010912,택시사고
A049296,택시사고
A045013,택시사고
A031353,택시사고
A009576,택시사고
A050847,택시사고
A004795,택시사고
A028492,택시사고
A068931,택시사고
A051994,택시사고
A041812,택시사고
A026159,택시사고
A032170,택시사고
A031376,택시사고
A006114,택시사고
A034564,택시사고
A016644,택시사고
A001197,택시사고
A005790,택시사고
A007954,택시사고
A016671,택시사고
A040460,택시사고
A042569,택시사고
A057551,택시사고
A067890,택시사고
A006927,택시사고
A049062,택시사고
A040115,택시사고
A017105,택시사고
A021220,택시사고
A033007,택시사고
A002764,택시사고
A030770,택시사고
A043990,택시사고
A066113,택시사고
A032788,택시사고
A063195,택시사고
A073602,택시사고
A012798,택시사고
A073241,택시사고
A017617,택시사고
A004164,택시사고
A045491,택시사고
A034066,택시사고
A018460,택시사고
A051774,택시사고
A061352,택시사고
A040510,택시사고
A009639,택시사고
A016829,택시사고
A026253,택시사고
A051688,택시사고
A022667,택시사고
A053323,택시사고
A033425,택시사고
A037831,택시사고
A050049,택시사고
A067079,택시사고
A069641,택시사고
A005944,택시사고
A024749,택시사고
A058675,택시사고
A042921,택시사고
A063598,택시사고
A012688,택시사고
A044148,택시사고
A007052,택시사고
A015594,택시사고
A026353,택시사고
A007660,택시사고
A057293,택시사고
A073968,택시사고
A035471,택시사고
A028856,택시사고
A072219,택시사고
A021458,택시사고
A047975,택시사고
A074254,택시사고
A010377,택시사고
A035467,택시사고
A040180,택시사고
A014960,택시사고
A052856,택시사고
A044009,택시사고
A047472,택시사고
A039814,택시사고
A020071,택시사고
A013765,택시사고
A011614,택시사고
A056798,택시사고
A027089,택시사고
A062414,택시사고
A072177,택시사고
A019696,택시사고
A051328,택시사고
A040447,택시사고
A007140,택시사고
A040533,택시사고
A043582,택시사고
A013334,택시사고
A012315,택시사고
A019524,택시사고
A007945,택시사고
A003936,택시사고
A041969,택시사고
A038880,택시사고
A005750,택시사고
A072169,택시사고
A049846,택시사고
A052323,택시사고
A073066,택시사고
A049387,택시사고
A053244,택시사고
A033724,택시사고
A025153,택시사고
A042193,택시사고
A019070,택시사고
A000560,택시사고
A048458,택시사고
A040772,택시사고
A032487,택시사고
A071572,택시사고
A053513,택시사고
A020689,택시사고
A021156,택시사고
A022293,택시사고
A019248,택시사고
A065419,택시사고
A041517,택시사고
A046389,택시사고
A015681,택시사고
A011577,택시사고
A023801,택시사고
A029227,택시사고
A054327,택시사고
A037984,택시사고
A017212,택시사고
A057611,택시사고
A030278,택시사고
A069670,택시사고
A003669,택시사고
A026546,택시사고
A033504,택시사고
A049962,택시사고
A051044,택시사고
A015961,택시사고
A072500,택시사고
A023001,택시사고
A007700,택시사고
A064267,택시사고
A027919,택시사고
A061454,택시사고
A049746,택시사고
A008753,택시사고
A072931,택시사고
A069116,택시사고
A014860,택시사고
A020986,택시사고
A009091,택시사고
A007495,택시사고
A024587,택시사고
A006317,택시사고
A021151,택시사고
A052835,택시사고
A012940,택시사고
A011176,택시사고
A027541,택시사고
A072571,택시사고
A006992,택시사고
A042452,택시사고
A027991,택시사고
A035206,택시사고
A014443,택시사고
A043447,택시사고
A039335,택시사고
A019242,택시사고
A065669,택시사고
A016185,택시사고
A073644,택시사고
A053315,택시사고
A026425,택시사고
A060955,택시사고
A069509,택시사고
A047827,택시사고
A031332,택시사고
A010553,택시사고
A049411,택시사고
A015459,택시사고
A010453,택시사고
A014840,택시사고
A063868,택시사고
A006453,택시사고
A055083,택시사고
A047079,택시사고
A017092,택시사고
A060785,택시사고
A072329,택시사고
A053519,택시사고
A063240,택시사고
A072717,택시사고
A023009,택시사고
A020844,택시사고
A048577,택시사고
A001644,택시사고
A052950,택시사고
A069938,택시사고
A044628,택시사고
A013296,택시사고
A066106,택시사고
A045057,택시사고
A028546,택시사고
A053033,택시사고
A047311,택시사고
A050634,택시사고
A032176,택시사고
A063026,택시사고
A020293,택시사고
A008532,택시사고
A001386,택시사고
A063731,택시사고
A027875,택시사고
A019425,택시사고
A016774,택시사고
A060566,택시사고
A009011,택시사고
A014998,택시사고
A036836,택시사고
A064280,택시사고
A022660,택시사고
A017973,택시사고
A045453,택시사고
A070517,택시사고
A011903,택시사고
A064725,택시사고
A070914,택시사고
A056309,택시사고
A051959,택시사고
A045262,택시사고
A010876,택시사고
A002253,택시사고
A026022,택시사고
A055997,택시사고
A026242,택시사고
A018857,택시사고
A022332,택시사고
A048411,택시사고
A060034,택시사고
A013892,택시사고
A017054,택시사고
A049401,택시사고
A013816,택시사고
A018559,택시사고
A051572,택시사고
A028195,택시사고
A000628,택시사고
A013709,택시사고
A017559,택시사고
A042204,택시사고
A044596,택시사고
A056969,택시사고
A028435,택시사고
A067991,택시사고
A031858,택시사고
A060376,택시사고
A065497,택시사고
A060537,택시사고
A054499,택시사고
A012172,택시사고
A065556,택시사고
A016561,택시사고
A024775,택시사고
A034016,택시사고
A017712,택시사고
A011146,택시사고
A033389,택시사고
A021720,택시사고
A009276,택시사고
A034927,택시사고
A056731,택시사고
A053065,택시사고
A041005,택시사고
A036194,택시사고
A022575,택시사고
A024533,택시사고
A048663,택시사고
A037954,택시사고
A032643,택시사고
A074336,택시사고
A065201,택시사고
A009581,택시사고
A023707,택시사고
A033148,택시사고
A024064,택시사고
A043115,택시사고
A056454,택시사고
A064936,택시사고
A040859,택시사고
A054281,택시사고
A056346,택시사고
A019724,택시사고
A011278,택시사고
A072870,택시사고
A053514,택시사고
A032582,택시사고
A059551,택시사고
A037541,택시사고
A001231,택시사고
A072776,택시사고
A005570,택시사고
A014192,택시사고
A030016,택시사고
A015834,택시사고
A047444,택시사고
A004682,택시사고
A006811,택시사고
A020251,택시사고
A026320,택시사고
A056154,택시사고
A023736,택시사고
A038510,택시사고
A068028,택시사고
A023547,택시사고
A061324,택시사고
A000929,택시사고
A018705,택시사고
A040333,택시사고
A057891,택시사고
A003436,택시사고
A003237,택시사고
A045559,택시사고
A003731,택시사고
A002444,택시사고
A024470,택시사고
A028837,택시사고
A031715,택시사고
A037892,택시사고
A064530,택시사고
A006743,택시사고
A039348,택시사고
A049459,택시사고
A021404,택시사고
A015684,택시사고
A048068,택시사고
A018487,택시사고
A073403,택시사고
A052022,택시사고
A065420,택시사고
A048751,택시사고
A010108,택시사고
A052113,택시사고
A011012,택시사고
A032685,택시사고
A070763,택시사고
A067216,택시사고
A028780,택시사고
A051132,택시사고
A046000,택시사고
A072363,택시사고
A018153,택시사고
A073156,택시사고
A033121,택시사고
A041195,택시사고
A045042,택시사고
A019444,택시사고
A030434,택시사고
A032691,택시사고
A064218,택시사고
A066118,택시사고
A004013,택시사고
A061427,택시사고
A055873,택시사고
A032499,택시사고
A002321,택시사고
A013380,택시사고
A060626,택시사고
A012777,택시사고
A009194,택시사고
A023760,택시사고
A037229,택시사고
A040461,택시사고
A055141,택시사고
A016387,택시사고
A066347,택시사고
A004374,택시사고
A054725,택시사고
A006529,택시사고
A053680,택시사고
A011768,택시사고
A029024,택시사고
A035745,택시사고
A066719,택시사고
A019071,택시사고
A021850,택시사고
A073684,택시사고
A034247,택시사고
A010032,택시사고
A057154,택시사고
A071433,택시사고
A069600,택시사고
A029842,택시사고
A033862,택시사고
A027241,택시사고
A001758,택시사고
A064544,택시사고
A011823,택시사고
A005035,택시사고
A001045,택시사고
A031644,택시사고
A040900,택시사고
A033528,택시사고
A015888,택시사고
A019601,택시사고
A000025,택시사고
A004241,택시사고
A043505,택시사고
A058377,택시사고
A008934,택시사고
A037206,택시사고
A045448,택시사고
A031388,택시사고
A003035,택시사고
A062223,택시사고
A015285,택시사고
A013157,택시사고
A005859,택시사고
A044232,택시사고
A003268,택시사고
A036742,택시사고
A073894,택시사고
A071206,택시사고
A033399,택시사고
A048856,택시사고
A023838,택시사고
A008904,택시사고
A035605,택시사고
A036636,택시사고
A064170,택시사고
A020176,택시사고
A045840,택시사고
A037142,택시사고
A012648,택시사고
A001853,택시사고
A059707,택시사고
A058997,택시사고
A046888,택시사고
A059215,택시사고
A068294,택시사고
A046656,택시사고
A030843,택시사고
A013386,택시사고
A052553,택시사고
A005203,택시사고
A014871,택시사고
A055436,택시사고
A029441,택시사고
A049322,택시사고
A060153,택시사고
A033134,택시사고
A054891,택시사고
A020167,택시사고
A034730,택시사고
A066686,택시사고
A011303,택시사고
A015687,택시사고
A068151,택시사고
A004810,택시사고
A054283,택시사고
A018637,택시사고
A038008,택시사고
A058246,택시사고
A050517,택시사고
A034842,택시사고
A006962,택시사고
A014894,택시사고
A072148,택시사고
A029555,택시사고
A058663,택시사고
A026418,택시사고
A024348,택시사고
A039060,택시사고
A072181,택시사고
A044076,택시사고
A020992,택시사고
A039883,택시사고
A023207,택시사고
A033434,택시사고
A002983,택시사고
A025633,택시사고
A037756,택시사고
A022313,택시사고
A017333,택시사고
A059935,택시사고
A013496,택시사고
A000224,택시사고
A038458,택시사고
A071210,택시사고
A036477,택시사고
A012458,택시사고
A030127,택시사고
A005746,택시사고
A030855,택시사고
A046039,택시사고
A049730,택시사고
A043863,택시사고
A009987,택시사고
A021567,택시사고
A017661,택시사고
A004290,택시사고
A068711,택시사고
A068996,택시사고
A052733,택시사고
A037163,택시사고
A058289,택시사고
A014265,택시사고
A032005,택시사고
A050094,택시사고
A056048,택시사고
A037441,택시사고
A043288,택시사고
A044346,택시사고
A000608,택시사고
A060098,택시사고
A009269,택시사고
A020942,택시사고
A019986,택시사고
A022198,택시사고
A010796,택시사고
A064877,택시사고
A026414,택시사고
A016359,택시사고
A010529,택시사고
A051870,택시사고
A008898,택시사고
A048224,택시사고
A030728,택시사고
A060959,택시사고
A039372,택시사고
A017642,택시사고
A071590,택시사고
A039246,택시사고
A063839,택시사고
A064689,택시사고
A058871,택시사고
A010627,택시사고
A047074,택시사고
A038571,택시사고
A019085,택시사고
A052892,택시사고
A027446,택시사고
A051056,택시사고
A058749,택시사고
A025664,택시사고
A059602,택시사고
A013963,택시사고
A009781,택시사고
A042413,택시사고
A013428,택시사고
A000656,택시사고
A009240,택시사고
A030364,택시사고
A018417,택시사고
A002338,택시사고
A035440,택시사고
A007391,택시사고
A028021,택시사고
A053098,택시사고
A053333,택시사고
A026814,택시사고
A033335,택시사고
A007625,택시사고
A018004,택시사고
A022826,택시사고
A055150,택시사고
A017912,택시사고
A024822,택시사고
A039543,택시사고
A052858,택시사고
A053496,택시사고
A004199,택시사고
A010738,택시사고
A019084,택시사고
A001815,택시사고
A054089,택시사고
A047502,택시사고
A037341,택시사고
A042154,택시사고
A049591,택시사고
A024301,택시사고
A012384,택시사고
A000393,택시사고
A033159,택시사고
A032470,택시사고
A067548,택시사고
A026129,택시사고
A002519,택시사고
A059851,택시사고
A012091,택시사고
A039666,택시사고
A020595,택시사고
A034775,택시사고
A051749,택시사고
A003927,택시사고
A049574,택시사고
A025825,택시사고
A035552,택시사고
A062872,택시사고
A072445,택시사고
A043081,택시사고
A009397,택시사고
A021941,택시사고
A047543,택시사고
A060475,택시사고
A061619,택시사고
A064077,택시사고
A014695,택시사고
A017008,택시사고
A021280,택시사고
A062678,택시사고
A073077,택시사고
A057261,택시사고
A054578,택시사고
A069749,택시사고
A008970,택시사고
A031500,택시사고
A033246,택시사고
A030233,택시사고
A036093,택시사고
A050872,택시사고
A011454,택시사고
A029955,택시사고
A029330,택시사고
A035889,택시사고
A000099,택시사고
A016210,택시사고
A058778,택시사고
A018843,택시사고
A028126,택시사고
A062867,택시사고
A003590,택시사고
A068069,택시사고
A019196,택시사고
A066033,택시사고
A020219,택시사고
A040257,택시사고
A037982,택시사고
A072012,택시사고
A052318,택시사고
A013134,택시사고
A044171,택시사고
A062449,택시사고
A030840,택시사고
A036958,택시사고
A022991,택시사고
A035234,택시사고
A046832,택시사고
A012920,택시사고
A070562,택시사고
A046626,택시사고
A003005,택시사고
A072195,택시사고
A009109,택시사고
A065496,택시사고
A039097,택시사고
A044260,택시사고
A017196,택시사고
A054950,택시사고
A044106,택시사고
A019962,택시사고
A025443,택시사고
A059251,택시사고
A061848,택시사고
A049875,택시사고
A068018,택시사고
A052935,택시사고
A038608,택시사고
A006289,택시사고
A013424,택시사고
A007151,택시사고
A043144,택시사고
A002091,택시사고
A067740,택시사고
A045971,택시사고
A073821,택시사고
A068527,택시사고
A069069,택시사고
A022591,택시사고
A033980,택시사고
A071171,택시사고
A031917,택시사고
A003380,택시사고
A038224,택시사고
A007289,택시사고
A032480,택시사고
A033153,택시사고
A073076,택시사고
A028531,택시사고
A038875,택시사고
A058190,택시사고
A069316,택시사고
A043298,택시사고
A007108,택시사고
A016412,택시사고
A008674,택시사고
A053020,택시사고
A016988,택시사고
A000574,택시사고
A004753,택시사고
A030916,택시사고
A053162,택시사고
A050525,택시사고
A068945,택시사고
A012023,택시사고
A054803,택시사고
A069877,택시사고
A026065,택시사고
A053636,택시사고
A017126,택시사고
A063295,택시사고
A018652,택시사고
A022816,택시사고
A035066,택시사고
A034154,택시사고
A036034,택시사고
A025365,택시사고
A058099,택시사고
A067473,택시사고
A073915,택시사고
A073282,택시사고
A064241,택시사고
A049938,택시사고
A002293,택시사고
A067608,택시사고
A014973,택시사고
A044473,택시사고
A055568,택시사고
A012234,택시사고
A018134,택시사고
A028917,택시사고
A043488,택시사고
A011976,택시사고
A002331,택시사고
A047119,택시사고
A015044,택시사고
A032173,택시사고
A024053,택시사고
A021385,택시사고
A007701,택시사고
A009170,택시사고
A038639,택시사고
A020310,택시사고
A035698,택시사고
A002104,택시사고
A028428,택시사고
A073095,택시사고
A018904,택시사고
A038099,택시사고
A034810,택시사고
A056575,택시사고
A006694,택시사고
A023539,택시사고
A051202,택시사고
A024961,택시사고
A026134,택시사고
A054486,택시사고
A020259,택시사고
A067684,택시사고
A045472,택시사고
A003379,택시사고
A012069,택시사고
A018350,택시사고
A043709,택시사고
A024376,택시사고
A066375,택시사고
A004071,택시사고
A052309,택시사고
A010229,택시사고
A074352,택시사고
A025435,택시사고
A047943,택시사고
A005723,택시사고
A070352,택시사고
A000963,택시사고
A041461,택시사고
A026917,택시사고
A060720,택시사고
A035750,택시사고
A015898,택시사고
A050510,택시사고
A028692,택시사고
A010421,택시사고
A018334,택시사고
A061467,택시사고
A060725,택시사고
A064758,택시사고
A001318,택시사고
A061794,택시사고
A054489,택시사고
A059767,택시사고
A070720,택시사고
A069661,택시사고
A011586,택시사고
A050293,택시사고
A065190,택시사고
A051518,택시사고
A053172,택시사고
A060118,택시사고
A051857,택시사고
A065443,택시사고
A057237,택시사고
A062277,택시사고
A006913,택시사고
A010692,택시사고
A018397,택시사고
A011492,택시사고
A068413,택시사고
A071167,택시사고
A041233,택시사고
A000797,택시사고
A009613,택시사고
A018112,택시사고
A058240,택시사고
A028430,택시사고
A053380,택시사고
A016404,택시사고
A050107,택시사고
A062924,택시사고
A069755,택시사고
A030148,택시사고
A019036,택시사고
A024007,택시사고
A055696,택시사고
A004608,택시사고
A069074,택시사고
A011896,택시사고
A020142,택시사고
A050726,택시사고
A038826,택시사고
A005076,택시사고
A025267,택시사고
A010924,택시사고
A018789,택시사고
A028860,택시사고
A047528,택시사고
A004051,택시사고
A043343,택시사고
A033019,택시사고
A074140,택시사고
A034183,택시사고
A044995,택시사고
A065041,택시사고
A033076,택시사고
A017955,택시사고
A033295,택시사고
A032367,택시사고
A036397,택시사고
A041967,택시사고
A054038,택시사고
A025116,택시사고
A049554,택시사고
A057616,택시사고
A048408,택시사고
A057045,택시사고
A072686,택시사고
A056222,택시사고
A037509,택시사고
A020806,택시사고
A058189,택시사고
A022156,택시사고
A044771,택시사고
A056891,택시사고
A058654,택시사고
A056585,택시사고
A020648,택시사고
A042119,택시사고
A030203,택시사고
A062828,택시사고
A032162,택시사고
A070077,택시사고
A004987,택시사고
A033331,택시사고
A046243,택시사고
A043628,택시사고
A037867,택시사고
A037325,택시사고
A026819,택시사고
A027714,택시사고
A072549,택시사고
A040185,택시사고
A012935,택시사고
A066574,택시사고
A025575,택시사고
A074066,택시사고
A059632,택시사고
A022584,택시사고
A029552,택시사고
A007091,택시사고
A041347,택시사고
A012411,택시사고
A019744,택시사고
A009828,택시사고
A008751,택시사고
A047756,택시사고
A071533,택시사고
A028581,택시사고
A005583,택시사고
A037816,택시사고
A027237,택시사고
A021733,택시사고
A022977,택시사고
A000990,택시사고
A062761,택시사고
A055766,택시사고
A011653,택시사고
A069379,택시사고
A057076,택시사고
A004404,택시사고
A025416,택시사고
A066512,택시사고
A032604,택시사고
A044309,택시사고
A072468,택시사고
A010245,택시사고
A013454,택시사고
A009042,택시사고
A046402,택시사고
A047271,택시사고
A018908,택시사고
A052257,택시사고
A010203,택시사고
A058686,택시사고
A047480,택시사고
A052471,택시사고
A004215,택시사고
A065434,택시사고
A042373,택시사고
A021055,택시사고
A008483,택시사고
A009527,택시사고
A048503,택시사고
A003263,택시사고
A040280,택시사고
A006804,택시사고
A058072,택시사고
A015142,택시사고
A056475,택시사고
A015624,택시사고
A001241,택시사고
A010656,택시사고
A009746,택시사고
A069179,택시사고
A059341,택시사고
A053029,택시사고
A069356,택시사고
A015148,택시사고
A004043,택시사고
A065158,택시사고
A029625,택시사고
A038402,택시사고
A029613,택시사고
A043654,택시사고
A010953,택시사고
A007620,택시사고
A066564,택시사고
A018931,택시사고
A001368,택시사고
A071640,택시사고
A036729,택시사고
A039623,택시사고
A006903,택시사고
A039043,택시사고
A032840,택시사고
A033364,택시사고
A034353,택시사고
A025665,택시사고
A032447,택시사고
A009929,택시사고
A030742,택시사고
A062889,택시사고
A026087,택시사고
A004371,택시사고
A073391,택시사고
A011640,택시사고
A010526,택시사고
A063923,택시사고
A066250,택시사고
A026298,택시사고
A013950,택시사고
A067415,택시사고
A040201,택시사고
A044333,택시사고
A012618,택시사고
A026994,택시사고
A042823,택시사고
A063609,택시사고
A026322,택시사고
A028322,택시사고
A070824,택시사고
A013058,택시사고
A053661,택시사고
A026564,택시사고
A071677,택시사고
A067753,택시사고
A066650,택시사고
A053678,택시사고
A021246,택시사고
A010920,택시사고
A004350,택시사고
A026001,택시사고
A006860,택시사고
A043772,택시사고
A002978,택시사고
A007134,택시사고
A045471,택시사고
A014210,택시사고
A038132,택시사고
A044324,택시사고
A032721,택시사고
A050664,택시사고
A035970,택시사고
A052246,택시사고
A019836,택시사고
A036808,택시사고
A016132,택시사고
A038133,택시사고
A047232,택시사고
A070414,택시사고
A046166,택시사고
A021168,택시사고
A008326,택시사고
A071840,택시사고
A066597,택시사고
A000919,택시사고
A016026,택시사고
A065259,택시사고
A002715,택시사고
A025877,택시사고
A072146,택시사고
A033361,택시사고
A008727,택시사고
A002360,택시사고
A003636,택시사고
A073284,택시사고
A007571,택시사고
A005072,택시사고
A004951,택시사고
A007655,택시사고
A042958,택시사고
A054330,택시사고
A063825,택시사고
A006898,택시사고
A064614,택시사고
A021011,택시사고
A027609,택시사고
A028497,택시사고
A055441,택시사고
A023220,택시사고
A073829,택시사고
A022741,택시사고
A060172,택시사고
A029260,택시사고
A025424,택시사고
A040336,택시사고
A034046,택시사고
A003487,택시사고
A068553,택시사고
A050344,택시사고
A010169,택시사고
A025898,택시사고
A010232,택시사고
A006862,택시사고
A055705,택시사고
A009369,택시사고
A055742,택시사고
A050395,택시사고
A068336,택시사고
A058796,택시사고
A019409,택시사고
A059259,택시사고
A062246,택시사고
A020740,택시사고
A024137,택시사고
A040373,택시사고
A053009,택시사고
A036409,택시사고
A006251,택시사고
A010812,택시사고
A068266,택시사고
A017486,택시사고
A053977,택시사고
A036255,택시사고
A073861,택시사고
A043811,택시사고
A061999,택시사고
A058463,택시사고
A019069,택시사고
A072208,택시사고
A017764,택시사고
A063299,택시사고
A043846,택시사고
A030943,택시사고
A009024,택시사고
A000577,택시사고
A019543,택시사고
A016434,택시사고
A066839,택시사고
A017945,택시사고
A041536,택시사고
A061330,택시사고
A057619,택시사고
A073941,택시사고
A028989,택시사고
A050581,택시사고
A063180,택시사고
A001752,택시사고
A063768,택시사고
A022180,택시사고
A061134,택시사고
A040013,택시사고
A040787,택시사고
A045438,택시사고
A002833,택시사고
A023024,택시사고
A073681,택시사고
A030041,택시사고
A024530,택시사고
A012369,택시사고
A028747,택시사고
A045669,택시사고
A006777,택시사고
A005578,택시사고
A038861,택시사고
A052943,택시사고
A050382,택시사고
A049200,택시사고
A024452,택시사고
A052636,택시사고
A070122,택시사고
A000548,택시사고
A024416,택시사고
A012174,택시사고
A021119,택시사고
A011878,택시사고
A020434,택시사고
A053060,택시사고
A055994,택시사고
A035299,택시사고
A008309,택시사고
A038023,택시사고
A044732,택시사고
A026729,택시사고
A010445,택시사고
A032586,택시사고
A035972,택시사고
A047933,택시사고
A041743,택시사고
A018270,택시사고
A010761,택시사고
A015980,택시사고
A002424,택시사고
A048981,택시사고
