artist_id,name,followers,popularity,url,image_url
3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,5362489,77,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,https://i.scdn.co/image/ab6761610000e5ebd2e2b04b7ba5d60b72f54506
7ohlPA8dRBtCf92zaZCaaB,Crowded House,698027,64,https://open.spotify.com/artist/7ohlPA8dRBtCf92zaZCaaB,https://i.scdn.co/image/ab6761610000e5eb067f481c1d454bf928bbe812
6kz53iCdBSqhQCZ21CoLcc,Culture Club,1323473,62,https://open.spotify.com/artist/6kz53iCdBSqhQCZ21CoLcc,https://i.scdn.co/image/ab6761610000e5eb5903965a15551fd12feb8b87
7bu3H8JO7d0UbMoVzbo70s,The Cure,4024037,74,https://open.spotify.com/artist/7bu3H8JO7d0UbMoVzbo70s,https://i.scdn.co/image/7ca743e822b80133971ccf5c70fcbd77a4f4f508
3cniTumSiUysiPWXapGx1i,Cutting Crew,336801,60,https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i,https://i.scdn.co/image/ab6761610000e5eb5677d41157dee225b3633737
336vr2M3Va0FjyvB55lJEd,D'Angelo,1136180,59,https://open.spotify.com/artist/336vr2M3Va0FjyvB55lJEd,https://i.scdn.co/image/c69197fa9d01ec73e2617525b920e76b550ba2e2
1HwM5zlC5qNWhJtM00yXzG,DMX,3795028,69,https://open.spotify.com/artist/1HwM5zlC5qNWhJtM00yXzG,https://i.scdn.co/image/ab6772690000c46c3074f51af22630a1c86da016
6VeL8VhaMjHTPc5uovFl3h,The Damned,308601,47,https://open.spotify.com/artist/6VeL8VhaMjHTPc5uovFl3h,https://i.scdn.co/image/ab6761610000e5ebf6a1a78924d30ae1e9adb1b6
59r5UU2HOytn9V5uMZ5Vur,Daniel Hope,30800,64,https://open.spotify.com/artist/59r5UU2HOytn9V5uMZ5Vur,https://i.scdn.co/image/ab6761610000e5ebf4ff0728843973decb486e5b
2qsc1hUhG2UrNZhByveJ6x,Danny Wilson,18015,43,https://open.spotify.com/artist/2qsc1hUhG2UrNZhByveJ6x,https://i.scdn.co/image/cabd8dc86a8d6405915452360e0dd6ebeae0fc74
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,8645657,76,https://open.spotify.com/artist/0oSGxfWSnnOXhD2fKuz2Gy,https://i.scdn.co/image/ab6761610000e5ebb78f77c5583ae99472dd4a49
49e4v89VmlDcFCMyDv9wQ9,Dean Martin,1379900,67,https://open.spotify.com/artist/49e4v89VmlDcFCMyDv9wQ9,https://i.scdn.co/image/492d4ece2bf7c87952be47359f038182fbf15d9d
6is2U7I1jlI8PjxNZOHIMV,DeBarge,528937,55,https://open.spotify.com/artist/6is2U7I1jlI8PjxNZOHIMV,https://i.scdn.co/image/ab67616d0000b2737a5a52177044460e8e5060ae
568ZhdwyaiCyOGJRtNYhWf,Deep Purple,4722286,65,https://open.spotify.com/artist/568ZhdwyaiCyOGJRtNYhWf,https://i.scdn.co/image/ab6761610000e5eb23a7b4c49d285729a974d6dd
6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,4052919,68,https://open.spotify.com/artist/6H1RjVyNruCmrBEWRbD0VZ,https://i.scdn.co/image/ab6761610000e5eb18410be0ab6355af4422763d
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,23489856,79,https://open.spotify.com/artist/6S2OmqARrzebs0tKUEyXyp,https://i.scdn.co/image/ab6761610000e5eb6659b1cb61936bd7bcb229a2
0J9mbwg4BquN4XlHzdMK3X,Demis Roussos,282704,51,https://open.spotify.com/artist/0J9mbwg4BquN4XlHzdMK3X,https://i.scdn.co/image/1052c6690062dc1ad53d8562b37cc48df06e2c46
2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos,598464,57,https://open.spotify.com/artist/2rc78XDH9zuJP6bm78lU8Z,https://i.scdn.co/image/cfec75171b6394ae543eb906e86e4d50cbafd9dc
1FcB6xMihhP9Hb6AdGVbWe,Desmond Dekker,126094,48,https://open.spotify.com/artist/1FcB6xMihhP9Hb6AdGVbWe,https://i.scdn.co/image/ab6761610000e5ebd00979f281c9a66deb14b100
5z1VAFwT35EVvCp1XlZZuL,Diana Krall,993288,62,https://open.spotify.com/artist/5z1VAFwT35EVvCp1XlZZuL,https://i.scdn.co/image/ab6761610000e5ebd1bfc97e11bb4c1f90f287a6
3MdG05syQeRYPPcClLaUGl,Diana Ross,1514774,65,https://open.spotify.com/artist/3MdG05syQeRYPPcClLaUGl,https://i.scdn.co/image/ab6761610000e5ebdb59e1c017a93648b119f0cc
0rXI0q8Cahq6numvPlloaq,Diana Ross & The Supremes,73606,47,https://open.spotify.com/artist/0rXI0q8Cahq6numvPlloaq,https://i.scdn.co/image/88bdc48ca59df15577c18d66c7ec9a3fdedf1666
7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley,2913727,68,https://open.spotify.com/artist/7x8nK0m0cP2ksQf0mjWdPS,https://i.scdn.co/image/ab6761610000e5eb216761ffe7a997ad324be2bf
32LHRiof0sa4taYew9i3Fa,Dinah Washington,415548,57,https://open.spotify.com/artist/32LHRiof0sa4taYew9i3Fa,https://i.scdn.co/image/219cf4ef5ee4065d4b431da35b9997aaa7293c8d
4CYeVo5iZbtYGBN4Isc3n6,Dio,2151943,61,https://open.spotify.com/artist/4CYeVo5iZbtYGBN4Isc3n6,https://i.scdn.co/image/ab6761610000e5eb555c8199ba80168cfeafdfbc
0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,6134155,74,https://open.spotify.com/artist/0WwSkZ7LtFUFjGjMZBMt6T,https://i.scdn.co/image/ab6761610000e5eb4bdaa8c5e65b64f50549c393
