STU_ID,X1SEX,X1RACE,X1STDOB,X1TXMTH,X1TXMSEM,X1TXMSCR,X1TXMTSCOR,X1TXMPROF1,X1TXMPROF2,X1TXMPROF3,X1TXMPROF4,X1TXMPROF5,X1PAR1EDU,X1PAR1EMP,X1PAR1OCC2,X1PAR1RACE,X1P2RELATION,X1PAR2EDU,X1PAR2OCC2,X1PAREDU,X1PARPATTERN,X1MOMEDU,X1MOMEMP,X1MOMOCC2,X1MOMRACE,X1DADEDU,X1DADOCC2,X1HHNUMBER,X1FAMINCOME,X1SES,X1SESQ5,X1SES_U,X1SESQ5_U,X1MTHID,X1MTHUTI,X1MTHEFF,X1MTHINT,X1SCIID,X1SCIUTI,X1SCIEFF,X1SCIINT,X1SCHOOLBEL,X1SCHOOLENG,X1STUEDEXPCT,X1PAREDEXPCT,X1TMLINK,X1TMCRSLINK,X1TMCOMM,X1TMEFF,X1TMEXP,X1TMPRINC,X1TMRESP,X1TSLINK,X1TSCRSLINK,X1TSCOMM,X1TSEFF,X1TSEXP,X1TSPRINC,X1TSRESP,X1LOCALE,X1REGION,X1SCHOOLCLI,X1COUPERTEA,X1COUPERCOU,X1COUPERPRI,X1AQSTAT,birthyear,birthmonth,X1STU30OCC2
10002,2,8,199511.0,-0.2956,0.2696,35.8045,47.6821,0.9714,0.5204,0.1768,0.0582,0.0512,3.0,3.0,43.0,5.0,2.0,2.0,51.0,3.0,1.0,3.0,3.0,43.0,5.0,2.0,51.0,6.0,3.0,-0.3699,2,-0.3923,2,-0.57,1.31,0.55,0.19,0.91,1.69,0.69,0.16,0.05,-0.2,11,6.0,1,2,-0.14,0.55,1.29,-0.23,-0.13,1,2,1.69,-0.86,0.54,-0.13,-0.13,4,1,0.32,-0.8,1.15,-1.61,1,5,11,0
10003,2,3,199506.0,1.2997,0.2555,56.0477,64.2431,1.0,0.9914,0.9838,0.6606,0.2001,7.0,4.0,21.0,3.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,21.0,3.0,0.0,0.0,3.0,6.0,1.2741,5,1.1271,5,-0.57,0.27,0.68,0.86,-0.33,0.1,-0.05,0.93,0.37,1.39,10,10.0,1,1,1.02,0.2,0.32,0.88,-0.13,8,8,0.01,0.17,0.16,-0.13,-0.13,2,4,-0.61,0.81,-0.15,0.0,1,5,6,5
10004,2,8,199505.0,-0.1427,0.2649,38.0888,49.269,0.9843,0.6416,0.2459,0.0662,0.0531,4.0,2.0,11.0,8.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.5498,5,0.4283,4,0.6,-0.7,0.1,0.19,-0.33,0.1,0.25,-0.67,-0.04,-0.2,10,10.0,3,8,-0.03,0.2,0.3,-0.11,-0.13,1,8,0.01,0.17,0.16,-0.13,-0.13,2,3,-2.14,0.03,0.26,0.2,1,5,5,0
10005,1,8,199505.0,1.1405,0.2312,54.1762,62.5897,0.9999,0.9863,0.9686,0.5385,0.1551,4.0,4.0,37.0,8.0,0.0,0.0,0.0,4.0,7.0,4.0,4.0,37.0,8.0,0.0,0.0,4.0,9.0,0.1495,4,0.2147,4,0.56,-1.1,0.1,-0.96,-0.33,-1.88,0.25,-1.5,-2.27,0.33,6,10.0,1,2,-0.11,-0.57,0.23,0.08,-1.37,1,1,-0.43,-0.25,1.37,-0.13,-0.3,1,3,-0.65,-0.25,0.14,0.05,1,5,5,10
10006,2,8,199504.0,0.7106,0.2567,49.0531,58.1268,0.9995,0.9539,0.8469,0.2463,0.0886,3.0,4.0,29.0,8.0,6.0,3.0,29.0,3.0,2.0,3.0,4.0,29.0,8.0,3.0,29.0,6.0,5.0,1.0639,5,1.0968,5,1.16,1.31,1.23,2.08,-1.57,0.1,0.25,0.16,-0.52,0.96,10,8.0,1,2,0.2,1.55,0.9,1.48,0.03,3,2,-3.0,-0.86,-1.12,-0.32,-0.13,4,3,-0.31,0.51,-0.9,0.69,1,5,4,0
10009,1,8,199501.0,0.2348,0.2424,43.2048,53.1875,0.9966,0.8449,0.5091,0.1044,0.0615,2.0,2.0,43.0,8.0,1.0,2.0,31.0,2.0,1.0,2.0,4.0,31.0,8.0,2.0,43.0,3.0,4.0,-0.3103,3,-0.1961,3,0.6,-0.13,0.1,0.19,0.27,-1.5,0.25,-1.05,0.11,0.1,11,11.0,9,9,-0.03,0.2,0.3,-0.11,-0.13,8,8,0.01,0.17,0.16,-0.13,-0.13,3,3,-0.16,1.0,1.15,1.1,1,5,1,7
10011,1,8,199506.0,0.5539,0.2513,47.1568,56.5005,0.9991,0.9301,0.7563,0.1809,0.0764,3.0,4.0,17.0,8.0,1.0,5.0,25.0,5.0,1.0,5.0,4.0,25.0,8.0,3.0,17.0,6.0,5.0,1.2058,5,1.0842,5,1.76,1.31,1.34,1.35,1.52,0.1,0.25,0.16,-0.04,-0.58,8,6.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,9,9,0.01,0.17,0.16,-0.13,-0.13,2,3,0.61,-2.2,-1.38,-1.11,1,5,6,3
10014,2,3,199203.0,-1.7601,0.3513,18.991,32.4783,0.1274,0.0282,0.0306,0.0378,0.0464,2.0,4.0,41.0,3.0,0.0,0.0,0.0,2.0,7.0,2.0,4.0,41.0,3.0,0.0,0.0,2.0,2.0,-0.8837,1,-0.7851,1,-1.73,-0.13,0.1,0.19,0.91,0.1,0.25,0.16,-1.61,-1.74,2,6.0,3,8,0.16,1.47,0.99,-0.11,0.79,3,8,1.69,0.32,0.99,-0.13,1.57,3,3,-0.73,0.03,-1.5,0.69,1,2,3,1
10018,1,8,199411.0,1.2745,0.2565,55.7519,63.9808,1.0,0.9908,0.982,0.642,0.192,7.0,4.0,21.0,8.0,1.0,4.0,25.0,7.0,1.0,4.0,4.0,25.0,8.0,7.0,21.0,5.0,4.0,1.3989,5,1.6782,5,0.6,0.9,0.1,0.47,0.91,0.1,0.67,0.99,1.59,-0.17,6,7.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,1,1,-0.15,-0.35,0.16,-0.13,0.09,3,2,0.68,0.37,-0.21,-0.16,1,4,11,1
10019,1,5,199506.0,0.3026,0.2333,44.06,53.8914,0.9974,0.8682,0.5647,0.1159,0.0638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0106,3,-0.0453,3,1.76,0.9,1.62,1.05,-0.33,-0.33,1.42,0.16,-0.59,0.67,8,0.0,1,1,-4.07,-0.36,1.14,1.48,-0.13,1,2,1.6,0.11,1.17,1.48,-0.13,1,2,-1.48,0.52,1.15,1.1,1,5,6,11
10022,1,2,199410.0,0.6912,0.2702,48.8196,57.9257,0.9995,0.9515,0.8372,0.237,0.0868,5.0,2.0,11.0,0.0,2.0,5.0,11.0,5.0,1.0,5.0,2.0,11.0,0.0,5.0,11.0,4.0,13.0,1.4372,5,1.4352,5,1.19,-0.7,0.78,-0.8,2.15,1.69,-0.61,0.5,1.09,-0.62,10,8.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,8,8,0.01,0.17,0.16,-0.13,-0.13,1,4,0.39,1.07,0.08,-0.52,1,4,10,0
10024,1,8,199504.0,0.5286,0.2806,46.8489,56.238,0.999,0.9253,0.7392,0.1724,0.0748,5.0,3.0,43.0,8.0,2.0,3.0,41.0,5.0,1.0,5.0,3.0,43.0,8.0,3.0,41.0,5.0,4.0,0.1402,4,0.0219,3,0.0,-0.13,-0.17,0.19,0.91,0.1,-0.05,0.09,-0.04,-0.26,6,8.0,1,8,-0.03,0.2,0.3,-0.11,-0.13,1,1,-0.31,-0.62,-0.85,-0.13,-0.13,2,2,-1.27,-1.0,1.15,1.1,1,5,4,0
10025,1,8,199402.0,-1.2501,0.2438,23.1111,37.7725,0.4929,0.0658,0.0399,0.04,0.0469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1901,3,-0.1905,3,0.0,1.31,0.1,0.19,-1.57,0.1,-0.9,-2.15,0.84,0.63,8,0.0,3,2,0.66,1.3,-1.42,-0.11,-0.13,3,2,-0.48,-1.74,0.94,-0.67,1.08,1,4,-0.31,-2.21,-2.54,-1.11,1,4,2,1
10027,2,8,199508.0,-0.3108,0.2836,35.5713,47.5236,0.9697,0.5075,0.1711,0.0576,0.0511,2.0,2.0,39.0,8.0,2.0,4.0,33.0,4.0,1.0,2.0,2.0,39.0,8.0,4.0,33.0,5.0,5.0,0.0887,4,0.1443,4,0.03,-0.13,0.1,0.19,-1.57,0.1,0.25,0.16,1.09,0.23,11,6.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,8,8,0.01,0.17,0.16,-0.13,-0.13,1,1,-0.31,-1.44,-0.9,-0.14,8,5,8,1
10029,1,8,199405.0,-1.5235,0.3111,20.6687,34.9344,0.2636,0.0409,0.0335,0.0386,0.0466,1.0,4.0,53.0,8.0,0.0,0.0,0.0,1.0,7.0,1.0,4.0,53.0,8.0,0.0,0.0,3.0,3.0,-0.8297,1,-0.9147,1,-1.73,-0.7,-1.41,-0.96,-1.57,-0.89,-1.02,0.16,-1.0,-0.94,2,2.0,1,1,-0.23,0.4,-0.7,-0.62,-0.66,1,2,0.5,0.03,-0.25,-0.29,0.08,4,2,0.56,0.03,0.26,0.2,1,4,5,7
10034,2,5,199411.0,-0.6157,0.2673,30.9064,44.3582,0.9075,0.2653,0.0921,0.0481,0.0488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0409,3,-0.0685,3,-1.73,0.27,-1.68,-0.74,0.27,0.23,-2.05,-1.12,-0.98,-1.0,4,0.0,3,2,1.29,0.12,0.9,0.63,1.65,1,1,1.6,3.17,1.19,0.5,1.71,1,2,0.17,0.33,-0.09,0.08,1,4,11,2
10036,2,8,199503.0,0.5674,0.2638,47.3214,56.6409,0.9991,0.9325,0.7652,0.1857,0.0773,3.0,4.0,33.0,8.0,6.0,3.0,41.0,3.0,2.0,3.0,4.0,33.0,8.0,3.0,41.0,7.0,5.0,0.1493,4,0.1982,4,0.6,1.31,0.27,0.19,-0.33,0.1,0.25,0.16,0.16,0.71,8,6.0,1,1,-0.52,-0.19,-0.92,-0.39,-0.13,9,9,0.01,0.17,0.16,-0.13,-0.13,1,2,0.35,-0.19,0.26,0.59,1,5,3,12
10037,2,8,199506.0,1.1592,0.2336,54.3978,62.7847,0.9999,0.987,0.9709,0.5533,0.1597,3.0,4.0,29.0,8.0,2.0,3.0,49.0,3.0,1.0,3.0,4.0,29.0,8.0,3.0,49.0,4.0,5.0,0.5238,4,0.5493,5,0.6,-0.3,0.1,0.49,0.91,0.1,0.25,0.16,-0.04,1.39,8,8.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,8,8,0.01,0.17,0.16,-0.13,-0.13,4,3,-0.31,0.03,0.26,0.2,8,5,6,0
10039,2,2,199410.0,1.4296,0.2406,57.5591,65.5911,1.0,0.9942,0.9907,0.748,0.2485,4.0,4.0,11.0,2.0,2.0,4.0,49.0,4.0,1.0,4.0,4.0,11.0,2.0,4.0,49.0,7.0,6.0,0.6753,5,0.7026,5,1.76,-0.3,1.62,0.56,0.31,0.1,-0.59,-0.21,-0.62,1.39,8,10.0,1,8,0.37,0.43,0.01,0.88,-0.13,1,1,1.32,0.28,0.99,1.32,1.49,1,3,-0.31,0.11,0.61,1.1,3,4,10,0
10044,1,8,199409.0,1.5791,0.2398,59.2757,67.1436,1.0,0.9963,0.9952,0.8286,0.319,4.0,4.0,41.0,8.0,2.0,7.0,23.0,7.0,1.0,4.0,4.0,41.0,8.0,7.0,23.0,4.0,13.0,1.3291,5,1.3242,5,1.76,-0.93,1.62,1.02,0.27,-0.89,-0.59,-0.17,1.34,-0.56,10,10.0,2,8,-0.03,0.2,0.3,-0.11,-0.13,2,8,1.14,-0.49,1.37,1.32,1.74,1,3,0.19,1.56,1.15,1.1,1,4,9,4
10048,2,8,199308.0,-0.2276,0.2679,36.8328,48.3878,0.978,0.5765,0.2048,0.0615,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2888,3,-0.2997,3,0.6,0.9,0.27,-0.29,0.31,0.71,-0.05,0.94,-0.04,1.01,4,0.0,1,8,-0.03,0.2,0.3,-0.11,-0.13,8,8,0.01,0.17,0.16,-0.13,-0.13,4,3,-0.01,-0.05,-0.08,-0.01,1,3,8,1
10054,2,6,199505.0,-0.1875,0.2517,37.4302,48.8039,0.9812,0.6081,0.2233,0.0636,0.0525,2.0,4.0,21.0,8.0,2.0,2.0,47.0,2.0,1.0,2.0,4.0,21.0,8.0,2.0,47.0,4.0,3.0,-0.2606,3,-0.1844,3,0.6,-0.3,-0.58,0.19,2.15,-0.33,-0.05,0.16,0.85,0.52,8,8.0,1,1,-0.03,-0.25,-0.76,-1.03,0.41,1,2,0.47,-0.58,-0.64,-0.13,0.75,1,4,-2.34,-0.54,-1.32,-1.11,1,5,5,1
10056,2,8,199508.0,0.5843,0.2629,47.5266,56.8163,0.9992,0.9355,0.776,0.1918,0.0784,2.0,4.0,11.0,8.0,0.0,0.0,0.0,2.0,7.0,2.0,4.0,11.0,8.0,0.0,0.0,4.0,1.0,-0.7901,1,-0.7216,1,0.03,-0.3,0.1,-0.29,0.31,-0.47,0.25,-0.28,-0.39,1.01,6,11.0,1,1,0.76,1.25,-0.7,-0.05,0.13,1,2,-0.07,-1.47,-0.01,-0.13,-0.1,3,2,-0.31,0.03,0.14,0.18,1,5,8,9
10058,2,2,199410.0,0.4053,0.2449,45.3364,54.9576,0.9983,0.8977,0.6476,0.1376,0.0681,4.0,4.0,43.0,5.0,1.0,4.0,13.0,4.0,1.0,4.0,4.0,13.0,2.0,4.0,43.0,4.0,6.0,0.5511,5,0.432,4,-1.73,1.31,-0.29,-0.16,-0.33,-0.47,-0.91,-1.44,0.85,-0.32,11,6.0,1,8,-0.33,0.74,1.29,-0.88,1.77,1,8,0.01,0.17,0.16,-0.13,-0.13,2,1,1.25,1.56,1.15,1.1,1,4,10,1
10062,1,6,199507.0,-0.2129,0.2553,37.0524,48.5401,0.9792,0.5882,0.2114,0.0622,0.0522,2.0,2.0,47.0,8.0,5.0,2.0,0.0,2.0,4.0,2.0,1.0,0.0,8.0,2.0,47.0,8.0,2.0,-0.7022,2,-0.8135,1,0.6,-0.3,0.1,0.19,0.27,-0.89,0.25,0.16,-0.39,1.39,10,3.0,3,2,-0.83,0.09,0.5,-0.78,-0.29,1,8,0.01,0.17,0.16,-0.13,-0.13,2,2,-0.31,0.62,1.02,1.1,1,5,7,15
10064,2,8,199510.0,-0.0382,0.3002,39.5812,50.3536,0.9896,0.7119,0.3065,0.0736,0.0548,2.0,3.0,31.0,8.0,6.0,2.0,13.0,2.0,2.0,2.0,3.0,31.0,8.0,2.0,13.0,5.0,4.0,-0.1112,3,-0.2051,3,1.76,0.27,0.94,1.32,-0.33,0.1,0.25,0.16,0.52,1.01,11,6.0,1,8,-0.52,-0.36,-0.78,-0.71,-1.3,1,1,-0.38,-0.48,-1.04,0.21,-0.38,2,2,-1.94,-0.8,-1.5,0.2,1,5,10,1
10065,2,8,199409.0,-0.4723,0.2724,33.0825,45.847,0.9444,0.3708,0.1218,0.0518,0.0497,2.0,4.0,43.0,8.0,2.0,2.0,41.0,2.0,1.0,2.0,4.0,43.0,8.0,2.0,41.0,4.0,3.0,-0.5381,2,-0.6331,2,-1.13,-0.3,-1.14,-1.68,-0.33,-0.89,-0.89,-1.05,-0.37,0.71,6,10.0,1,2,-1.62,0.77,-3.13,-1.27,-2.23,1,1,-0.29,0.12,0.16,-0.13,-0.3,2,3,-0.7,0.23,0.26,-0.33,1,4,9,9
10066,1,8,199406.0,-0.6828,0.2146,29.9284,43.6624,0.884,0.2251,0.0817,0.0467,0.0485,2.0,4.0,47.0,8.0,2.0,2.0,47.0,2.0,1.0,2.0,4.0,47.0,8.0,2.0,47.0,6.0,5.0,-0.3694,2,-0.2523,3,-0.57,-0.13,-1.02,-0.18,-1.57,-0.33,-0.59,-1.38,-1.0,-1.0,2,6.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,1,2,0.15,1.25,1.37,-0.51,-0.13,3,2,-0.23,-0.6,-2.67,0.0,1,4,6,11
10069,1,2,199412.0,0.3935,0.2456,45.191,54.8354,0.9982,0.8947,0.6383,0.1349,0.0676,7.0,4.0,29.0,2.0,3.0,4.0,13.0,7.0,1.0,4.0,2.0,13.0,2.0,7.0,29.0,5.0,13.0,1.6587,5,1.5273,5,0.6,0.27,-1.02,0.19,1.52,0.84,0.56,1.64,0.45,0.23,8,10.0,1,8,-0.03,0.2,0.3,-0.11,-0.13,1,8,0.01,0.17,0.16,-0.13,-0.13,2,1,-0.69,1.56,1.15,1.1,1,4,12,0
10074,2,6,199510.0,-0.1367,0.2685,38.1755,49.3308,0.9846,0.6459,0.2491,0.0666,0.0532,2.0,2.0,47.0,3.0,5.0,2.0,31.0,2.0,11.0,2.0,3.0,31.0,3.0,2.0,47.0,7.0,5.0,-0.2813,3,-0.2112,3,0.0,-0.93,-0.75,0.19,-0.94,-1.5,-1.33,-1.38,0.19,-0.07,10,2.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,1,1,-0.11,0.16,-0.18,-0.35,-0.13,1,2,0.56,0.31,-0.46,-1.34,1,5,10,4
10075,2,8,199310.0,-0.1134,0.2539,38.5134,49.573,0.986,0.6625,0.2618,0.0681,0.0536,2.0,4.0,43.0,8.0,6.0,4.0,51.0,4.0,2.0,2.0,4.0,43.0,8.0,4.0,51.0,4.0,3.0,-0.231,3,-0.163,3,0.0,-1.33,-0.17,-0.18,-1.57,0.1,0.25,0.16,1.1,-0.05,8,6.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,3,2,0.94,0.36,0.16,1.48,1.71,1,3,0.56,-0.8,0.26,0.35,1,3,10,1
10077,2,8,199509.0,0.3129,0.232,44.1891,53.9985,0.9975,0.8715,0.5732,0.1178,0.0642,2.0,3.0,41.0,8.0,2.0,2.0,51.0,2.0,1.0,2.0,3.0,41.0,8.0,2.0,51.0,6.0,3.0,-0.5803,2,-0.6179,2,0.6,0.9,0.55,0.87,0.27,0.1,0.25,0.16,0.1,-0.58,6,4.0,1,1,-0.03,-1.11,-1.36,-1.11,-0.29,3,2,-1.14,-1.46,1.02,1.32,0.7,4,2,-0.31,0.02,-0.75,-0.91,1,5,9,2
10078,1,3,199504.0,2.1942,0.2584,65.5473,73.529,1.0,0.9994,0.9997,0.973,0.7181,5.0,4.0,25.0,3.0,6.0,7.0,29.0,7.0,2.0,5.0,4.0,25.0,3.0,7.0,29.0,3.0,13.0,2.1586,5,2.1415,5,1.76,-0.13,1.34,2.08,0.91,0.71,1.1,0.16,0.21,1.39,10,6.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,8,8,0.01,0.17,0.16,-0.13,-0.13,1,4,-2.4,0.66,0.26,1.1,1,5,4,13
10079,2,6,199511.0,1.0292,0.2402,52.8597,61.4345,0.9999,0.9811,0.9511,0.4515,0.1315,2.0,4.0,11.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,11.0,2.0,5.0,0.0865,4,0.1763,4,0.03,-1.74,-0.17,0.49,2.15,0.66,0.25,0.86,-0.37,0.71,11,4.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,1,8,0.01,0.17,0.16,-0.13,-0.13,1,4,-0.43,1.07,0.61,1.1,1,5,11,0
10084,1,8,199509.0,1.5706,0.2238,59.1788,67.0552,1.0,0.9962,0.995,0.8246,0.3146,3.0,4.0,25.0,8.0,2.0,2.0,53.0,3.0,1.0,3.0,4.0,25.0,8.0,2.0,53.0,5.0,3.0,0.0884,4,0.0724,4,0.6,-0.7,0.1,0.19,-0.33,0.1,-0.05,0.16,0.98,1.39,8,6.0,1,1,-0.18,-1.59,-0.85,-0.23,-0.13,1,2,0.63,-0.46,-0.42,-0.81,0.45,4,4,-2.12,0.03,0.26,0.2,1,5,9,0
10085,1,8,199405.0,-0.5318,0.2888,32.1697,45.2292,0.931,0.3241,0.1081,0.0501,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2902,3,-0.3186,3,-1.73,-0.3,-0.58,-1.79,0.91,0.1,0.25,0.49,0.16,-0.09,4,0.0,1,8,-0.51,-0.58,-0.72,-0.23,-0.13,8,8,0.01,0.17,0.16,-0.13,-0.13,4,2,-0.31,0.02,-0.75,-0.91,1,4,5,0
10088,2,6,199505.0,-0.0978,0.2646,38.738,49.7352,0.9868,0.6732,0.2706,0.0692,0.0538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3647,4,0.3678,4,0.6,1.31,0.55,0.96,-0.97,0.1,0.25,0.16,1.1,1.01,10,0.0,1,1,-2.08,-0.03,-2.63,-1.18,-1.86,8,8,0.01,0.17,0.16,-0.13,-0.13,3,3,-0.31,0.03,1.15,1.1,4,5,5,0
10089,1,3,199411.0,-1.0799,0.3143,24.8964,39.5401,0.6417,0.0914,0.0467,0.0414,0.0472,5.0,4.0,25.0,3.0,0.0,0.0,0.0,5.0,7.0,5.0,4.0,25.0,3.0,0.0,0.0,2.0,4.0,0.984,5,1.0179,5,-0.57,-0.13,0.1,0.19,2.15,0.1,0.25,1.7,-1.28,0.21,8,8.0,3,2,0.5,0.01,-1.07,0.59,0.58,8,8,0.01,0.17,0.16,-0.13,-0.13,4,3,-1.74,-0.81,-0.56,-0.82,1,4,11,2
10091,1,5,199501.0,0.047,0.2332,40.7517,51.2382,0.9927,0.761,0.3638,0.0811,0.0565,1.0,4.0,49.0,0.0,1.0,1.0,47.0,1.0,1.0,1.0,2.0,47.0,0.0,1.0,49.0,3.0,3.0,-0.7627,1,-0.8386,1,-0.57,-0.3,0.1,0.55,-0.33,-1.5,-0.89,-1.82,-0.87,0.23,4,5.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,3,2,-0.34,0.04,-0.29,-0.13,-0.13,4,3,0.17,0.03,0.26,0.2,1,5,1,11
10094,1,8,199502.0,1.2081,0.2245,54.9729,63.2917,0.9999,0.9888,0.9762,0.5915,0.1725,7.0,2.0,25.0,8.0,2.0,4.0,29.0,7.0,1.0,7.0,2.0,25.0,8.0,4.0,29.0,5.0,5.0,1.7567,5,1.6152,5,0.6,-0.93,-0.56,0.19,0.91,-0.47,-0.48,0.16,-0.39,1.39,6,6.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,2,8,-2.52,0.76,-1.1,-0.13,-0.45,2,1,-0.61,0.03,0.26,0.2,1,5,2,1
10095,2,6,199504.0,1.6374,0.247,59.9342,67.7484,1.0,0.9969,0.9963,0.8539,0.3509,2.0,4.0,39.0,3.0,6.0,5.0,13.0,5.0,2.0,2.0,4.0,39.0,3.0,5.0,13.0,6.0,4.0,0.122,4,0.1381,4,1.16,0.74,0.94,0.86,0.31,0.1,0.25,0.16,0.77,1.01,10,8.0,1,1,0.52,0.77,-0.92,-0.23,-0.33,9,9,0.01,0.17,0.16,-0.13,-0.13,4,3,-0.31,1.36,1.15,0.2,8,5,4,0
10096,2,3,199509.0,-0.3454,0.2536,35.0404,47.1642,0.9654,0.4779,0.1588,0.0562,0.0507,2.0,4.0,43.0,3.0,2.0,2.0,53.0,2.0,1.0,2.0,4.0,43.0,3.0,2.0,53.0,4.0,5.0,-0.3442,2,-0.2731,3,0.63,0.9,0.1,-0.18,-0.33,0.1,0.25,0.16,-0.04,1.01,9,6.0,1,1,-0.42,-0.84,-0.23,-0.39,-0.62,1,1,-0.47,-0.69,-1.28,-2.81,-1.08,1,2,0.69,-1.57,-0.96,-1.11,1,5,9,17
10099,2,8,199508.0,0.1812,0.2402,42.5192,52.6311,0.9958,0.824,0.4657,0.0966,0.0598,5.0,2.0,25.0,8.0,2.0,4.0,11.0,5.0,1.0,5.0,2.0,25.0,8.0,4.0,11.0,4.0,13.0,1.4352,5,1.3114,5,1.76,0.27,0.1,1.23,0.91,0.1,1.83,-0.6,-0.39,0.71,10,8.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,1,2,0.97,1.02,0.98,-0.13,-0.13,2,4,-1.98,1.09,1.15,1.1,1,5,8,2
10102,1,3,199507.0,-0.4172,0.2915,33.9334,46.4191,0.9546,0.4166,0.1365,0.0536,0.0501,4.0,4.0,19.0,6.0,2.0,5.0,47.0,5.0,1.0,4.0,4.0,19.0,6.0,5.0,47.0,4.0,7.0,0.9312,5,0.9474,5,1.76,0.9,0.55,0.55,0.27,0.84,0.28,0.56,0.77,1.09,8,10.0,1,1,-0.35,0.2,0.52,-0.11,-0.13,8,8,0.01,0.17,0.16,-0.13,-0.13,1,1,-0.63,1.56,1.15,1.1,1,5,7,4
10105,2,8,199412.0,1.1893,0.2521,54.7524,63.0972,0.9999,0.9881,0.9743,0.5769,0.1674,3.0,3.0,11.0,8.0,2.0,5.0,15.0,5.0,1.0,3.0,3.0,11.0,8.0,5.0,15.0,9.0,7.0,1.0498,5,1.0798,5,0.6,-0.3,0.55,0.96,0.27,0.1,0.25,0.54,0.21,1.09,6,8.0,1,1,0.11,0.55,0.5,-0.18,0.3,1,1,-0.83,1.05,0.53,-0.29,0.45,1,1,1.74,1.27,1.15,0.74,1,4,12,0
10106,1,3,199411.0,0.6544,0.263,48.3757,57.5439,0.9994,0.9464,0.8176,0.2202,0.0837,2.0,2.0,25.0,3.0,0.0,0.0,0.0,2.0,7.0,2.0,2.0,25.0,3.0,0.0,0.0,3.0,1.0,-0.4907,2,-0.6069,2,0.6,1.31,0.1,0.19,-0.33,1.27,0.25,0.5,-0.04,-0.2,10,8.0,1,8,0.99,0.28,-0.03,1.32,-0.13,1,1,1.13,-1.18,0.98,1.36,0.19,4,3,-0.31,1.56,1.15,1.1,3,4,11,0
10107,2,3,199504.0,0.454,0.2442,45.9362,55.4635,0.9986,0.9096,0.6852,0.1501,0.0706,5.0,2.0,25.0,3.0,2.0,4.0,11.0,5.0,1.0,5.0,2.0,25.0,3.0,4.0,11.0,4.0,7.0,1.2984,5,1.3901,5,1.16,-0.3,0.1,0.19,0.91,0.1,0.25,0.09,-0.59,0.59,10,10.0,1,1,0.52,0.77,-0.92,-0.23,-0.33,1,2,-1.13,0.93,-1.38,-0.13,-0.18,4,3,-0.31,1.36,1.15,0.2,8,5,4,0
10110,2,8,199501.0,1.0541,0.2337,53.1551,61.6932,0.9999,0.9824,0.9556,0.4707,0.1363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5598,5,0.5219,4,1.16,1.31,1.62,0.56,-0.94,-0.33,-0.89,-0.61,0.7,1.39,6,0.0,8,8,-0.03,0.2,0.3,-0.11,-0.13,8,8,0.01,0.17,0.16,-0.13,-0.13,4,3,-0.31,0.03,0.26,0.2,4,5,1,5
10112,1,2,199510.0,2.5699,0.303,68.127,77.4288,1.0,0.9998,0.9999,0.992,0.8974,5.0,4.0,17.0,2.0,16.0,4.0,17.0,5.0,2.0,5.0,4.0,17.0,2.0,0.0,0.0,4.0,8.0,1.4591,5,1.5558,5,1.19,-0.3,1.21,0.19,1.52,1.08,1.41,1.32,0.98,0.67,10,10.0,1,2,-0.43,-0.73,0.65,-0.87,-0.5,1,1,0.74,2.06,-0.67,1.48,-0.13,4,1,-0.66,0.81,-0.56,0.0,1,5,10,0
